# Injured,# Killed,Address,City Or County,Incident Date,Incident ID,Operations,State,Full Address,Latitude,Longitude
2,2,3600 block of Roosevelt Ave,Indianapolis,2019-04-07,,,Indiana,"3600 block of Roosevelt Ave Indianapolis, Indiana",39.8001297,-86.1052405
7,0,515 N Cherry St,Winston Salem (Winston-salem),2019-04-07,,,North Carolina,"515 N Cherry St Winston Salem (Winston-salem), North Carolina",36.1002292,-80.2470644
6,0,940 N Pine St,Wilmington,2019-04-07,,,Delaware,"940 N Pine St Wilmington, Delaware",39.7428375,-75.541532
4,0,433 Flournoy Lucas Rd,Shreveport,2019-04-07,,,Louisiana,"433 Flournoy Lucas Rd Shreveport, Louisiana",32.389085,-93.7670301
4,0,500 block of Kissimmee St,Tallahassee,2019-04-06,,,Florida,"500 block of Kissimmee St Tallahassee, Florida",30.4225982,-84.2896729
6,0,6300 block of S Seeley Ave,Chicago,2019-04-06,,,Illinois,"6300 block of S Seeley Ave Chicago, Illinois",41.7793072,-87.6751244
3,1,100 block of Allen Ave,Panama City,2019-04-04,,,Florida,"100 block of Allen Ave Panama City, Florida",30.146067,-85.6543447
2,3,300 block of Eagle Ct,Stockbridge,2019-04-04,,,Georgia,"300 block of Eagle Ct Stockbridge, Georgia",33.5269155,-84.2404542
4,0,13195 MS 18,Hermanville,2019-04-02,,,Mississippi,"13195 MS 18 Hermanville, Mississippi",31.961841,-90.83892
5,0,300 block of 13th St,Covington,2019-04-02,,,Kentucky,"300 block of 13th St Covington, Kentucky",39.0772536,-84.503489
4,1,500 block of N Hamlin Ave,Chicago,2019-03-31,,,Illinois,"500 block of N Hamlin Ave Chicago, Illinois",41.890091,-87.721392
4,1,3041 Landrum Dr SW,Atlanta,2019-03-31,,,Georgia,"3041 Landrum Dr SW Atlanta, Georgia",33.7079189,-84.487122
7,0,1900 block of Jacksonville Rd,North Charleston,2019-03-31,,,South Carolina,"1900 block of Jacksonville Rd North Charleston, South Carolina",32.8472343,-79.9610807
4,0,6200 block of Boston St,Baltimore,2019-03-28,,,Maryland,"6200 block of Boston St Baltimore, Maryland",39.2780308,-76.54157579999999
5,0,2400 block of W San Miguel St,North Las Vegas,2019-03-25,,,Nevada,"2400 block of W San Miguel St North Las Vegas, Nevada",36.235894,-115.1758532
5,1,1300 Fillmore St,San Francisco,2019-03-24,,,California,"1300 Fillmore St San Francisco, California",37.781588,-122.4321368
7,0,2202 W McDowell Rd,Phoenix,2019-03-24,,,Arizona,"2202 W McDowell Rd Phoenix, Arizona",33.466165,-112.1066706
4,2,8526 N 27th Ave,Phoenix,2019-03-19,,,Arizona,"8526 N 27th Ave Phoenix, Arizona",33.561375,-112.1171963
4,0,900 block of Broad St,Augusta,2019-03-17,,,Georgia,"900 block of Broad St Augusta, Georgia",33.4758643,-81.9675384
3,1,Dennis St,Rochelle,2019-03-17,,,Georgia,"Dennis St Rochelle, Georgia",31.9527985,-83.4683149
4,0,600 E Fremont St,Las Vegas,2019-03-17,,,Nevada,"600 E Fremont St Las Vegas, Nevada",36.1690762,-115.1389825
3,1,619 Ferry Ave,Camden,2019-03-16,,,New Jersey,"619 Ferry Ave Camden, New Jersey",39.9216792,-75.1172529
4,2,515 Dauphin Island Pkwy,Mobile,2019-03-15,,,Alabama,"515 Dauphin Island Pkwy Mobile, Alabama",30.6720433,-88.08677490000001
3,1,5145 Airway Blvd,Missoula,2019-03-14,,,Montana,"5145 Airway Blvd Missoula, Montana",46.9214175,-114.0720695
4,0,291 12th Ave,Paterson,2019-03-11,,,New Jersey,"291 12th Ave Paterson, New Jersey",40.9205806,-74.1520489
4,0,2700 block of San Jacinto Ave,Shreveport,2019-03-10,,,Louisiana,"2700 block of San Jacinto Ave Shreveport, Louisiana",32.4867168,-93.7931052
4,1,15th St and Market St,Denver,2019-03-10,,,Colorado,"15th St and Market St Denver, Colorado",39.7489461,-104.9994939
4,0,316 14th St,Oakland,2019-03-03,,,California,"316 14th St Oakland, California",37.8033163,-122.2678922
6,0,2900 block of E 79th St,Chicago,2019-03-03,,,Illinois,"2900 block of E 79th St Chicago, Illinois",41.75204180000001,-87.5538227
4,1,723 East 25th Ave,Pine Bluff,2019-03-02,,,Arkansas,"723 East 25th Ave Pine Bluff, Arkansas",34.20485499999999,-91.9939452
3,1,9755 Edes Ave,Oakland,2019-02-28,,,California,"9755 Edes Ave Oakland, California",37.7364154,-122.1841065
2,2,1100 block of Carnation Dr,Birmingham,2019-02-22,,,Alabama,"1100 block of Carnation Dr Birmingham, Alabama",33.610606,-86.6971622
4,1,500 block of Bloom St,Baltimore,2019-02-21,,,Maryland,"500 block of Bloom St Baltimore, Maryland",39.3083747,-76.6365099
2,2,600 N Miles St,Elizabethtown,2019-02-21,,,Kentucky,"600 N Miles St Elizabethtown, Kentucky",37.702787,-85.8575134
2,2,12800 block of Eastbrook Dr,Houston,2019-02-21,,,Texas,"12800 block of Eastbrook Dr Houston, Texas",29.7919896,-95.2116111
4,0,529 N College St,Covington,2019-02-20,,,Tennessee,"529 N College St Covington, Tennessee",35.5710678,-89.6484222
2,2,504 S Van Buren St,Henderson,2019-02-17,,,Texas,"504 S Van Buren St Henderson, Texas",32.1494737,-94.8018101
5,0,664 E Illinois St,Evansville,2019-02-17,,,Indiana,"664 E Illinois St Evansville, Indiana",37.979329,-87.554693
5,1,Tulane Ave and Elk Pl,New Orleans,2019-02-17,,,Louisiana,"Tulane Ave and Elk Pl New Orleans, Louisiana",29.9545703,-90.0746022
0,5,1214 Foxhill Dr,Clinton,2019-02-16,,,Mississippi,"1214 Foxhill Dr Clinton, Mississippi",32.3524829,-90.3194259
6,6,641 Archer Ave,Aurora,2019-02-15,,,Illinois,"641 Archer Ave Aurora, Illinois",41.7563683,-88.33273679999999
0,5,3628 FM 3126,Livingston,2019-02-11,,,Texas,"3628 FM 3126 Livingston, Texas",30.7249679,-95.05633530000001
4,0,109 Perry St,Petersburg,2019-02-09,,,Virginia,"109 Perry St Petersburg, Virginia",37.2247565,-77.4082937
3,1,1778 Fulton St,Brooklyn,2019-02-06,,,New York,"1778 Fulton St Brooklyn, New York",40.67908,-73.9283693
2,2,538 Hot Wells Blvd,San Antonio,2019-02-05,,,Texas,"538 Hot Wells Blvd San Antonio, Texas",29.367952,-98.45898190000001
5,0,2341 Pennsylvania Ave SE,Washington,2019-02-04,,,District of Columbia,"2341 Pennsylvania Ave SE Washington, District of Columbia",38.8736444,-76.9717545
4,0,4000 block of Topeka St,Baton Rouge,2019-02-04,,,Louisiana,"4000 block of Topeka St Baton Rouge, Louisiana",30.4856355,-91.161113
0,4,E Sunny Dunes Rd and El Placer Rd,Palm Springs,2019-02-03,,,California,"E Sunny Dunes Rd and El Placer Rd Palm Springs, California",33.8122657,-116.5062457
5,2,938 E 75th St,Chicago,2019-02-03,,,Illinois,"938 E 75th St Chicago, Illinois",41.7588199,-87.60131830000002
4,0,6800 block of Springfield St,San Diego,2019-02-01,,,California,"6800 block of Springfield St San Diego, California",32.7285974,-117.0521667
5,2,7815 Harding St,Houston,2019-01-28,,,Texas,"7815 Harding St Houston, Texas",29.7093964,-95.28181119999999
5,0,Avenue O and Warrior Rd,Birmingham,2019-01-27,,,Alabama,"Avenue O and Warrior Rd Birmingham, Alabama",33.4944206,-86.88447950000001
4,0,300 block of W Roosevelt,Albany,2019-01-26,,,Georgia,"300 block of W Roosevelt Albany, Georgia",31.5814776,-84.1548453
5,0,2957 N Sherman Dr,Indianapolis,2019-01-26,,,Indiana,"2957 N Sherman Dr Indianapolis, Indiana",39.8102247,-86.1023471
3,1,612 Bergen St,Newark,2019-01-26,,,New Jersey,"612 Bergen St Newark, New Jersey",40.723135,-74.1992269
0,5,42350 Church Point Rd,Gonzales,2019-01-26,,,Louisiana,"42350 Church Point Rd Gonzales, Louisiana",30.2405151,-90.8928986
1,4,1450 S Atherton St,State College,2019-01-24,,,Pennsylvania,"1450 S Atherton St State College, Pennsylvania",40.7843394,-77.83994430000001
1,4,319 Williamson St,Rockmart,2019-01-24,,,Georgia,"319 Williamson St Rockmart, Georgia",33.9981833,-85.059614
0,5,1901 US 27 S,Sebring,2019-01-23,,,Florida,"1901 US 27 S Sebring, Florida",27.4705304,-81.4584039
4,0,26133 SW 139th Ave,Miami,2019-01-20,,,Florida,"26133 SW 139th Ave Miami, Florida",25.5242951,-80.4166888
4,0,1140 Church St,Lebanon,2019-01-19,,,Pennsylvania,"1140 Church St Lebanon, Pennsylvania",40.343537,-76.4315529
2,3,7041 Sherman St,Houston,2019-01-19,,,Texas,"7041 Sherman St Houston, Texas",29.7372539,-95.299408
4,1,1435 Wilcox Ave,Gaffney,2019-01-19,,,South Carolina,"1435 Wilcox Ave Gaffney, South Carolina",35.11063490000001,-81.6040702
4,0,4400 block of W Madison St,Chicago,2019-01-19,,,Illinois,"4400 block of W Madison St Chicago, Illinois",41.881017,-87.73576399999999
2,3,11445 Brian Lakes Drive,Jacksonville,2019-01-19,,,Florida,"11445 Brian Lakes Drive Jacksonville, Florida",30.2693846,-81.8562012
1,3,940 Audubon Ave,Owensboro,2019-01-17,,,Kentucky,"940 Audubon Ave Owensboro, Kentucky",37.765196,-87.12742279999999
5,1,Emerson St and Spring Park Rd,Jacksonville,2019-01-16,,,Florida,"Emerson St and Spring Park Rd Jacksonville, Florida",30.2911022,-81.6257966
1,3,Ranch Center Dr and 40th St W,Palmdale,2019-01-16,,,California,"Ranch Center Dr and 40th St W Palmdale, California",34.5833789,-118.2022388
4,1,5420 Baseline Rd,Little Rock,2019-01-15,,,Arkansas,"5420 Baseline Rd Little Rock, Arkansas",34.6693174,-92.3386118
5,1,2445 E Van Buren St,Phoenix,2019-01-13,,,Arizona,"2445 E Van Buren St Phoenix, Arizona",33.4510169,-112.0280608
4,0,1300 block of W College Blvd,Roswell,2019-01-06,,,New Mexico,"1300 block of W College Blvd Roswell, New Mexico",33.4085055,-104.5396624
2,3,3197 Shula Dr,Hurt,2019-01-04,,,Virginia,"3197 Shula Dr Hurt, Virginia",37.0559889,-79.33295199999999
4,3,22501 Hawthorne Blvd,Torrance,2019-01-04,,,California,"22501 Hawthorne Blvd Torrance, California",33.8239827,-118.3523128
3,1,3800 block of E. County 18½ St,Yuma,2019-01-03,,,Arizona,"3800 block of E. County 18½ St Yuma, Arizona",32.5603614,-114.5653148
3,1,3516 Galaxy St,Jonesboro,2019-01-02,,,Arkansas,"3516 Galaxy St Jonesboro, Arkansas",35.8222345,-90.6585807
5,0,1709 Decker Blvd,Columbia,2019-01-01,,,South Carolina,"1709 Decker Blvd Columbia, South Carolina",34.0437454,-80.941347
5,0,2020 W Pensacola St,Tallahassee,2019-01-01,,,Florida,"2020 W Pensacola St Tallahassee, Florida",30.4421089,-84.31853869999999
2,3,4462 Denison Ave,Cleveland,2018-12-31,,,Ohio,"4462 Denison Ave Cleveland, Ohio",41.4535107,-81.7169169
3,1,904 S Main St,Lima,2018-12-29,,,Ohio,"904 S Main St Lima, Ohio",40.7259619,-84.1051106
1,4,150 Whetstone Dr,Saint Charles,2018-12-28,,,Missouri,"150 Whetstone Dr Saint Charles, Missouri",38.7811667,-90.56356699999999
2,2,2176 Main St,Lutcher,2018-12-24,,,Louisiana,"2176 Main St Lutcher, Louisiana",30.039314,-90.701865
6,1,1042 W College St,Springfield,2018-12-23,,,Missouri,"1042 W College St Springfield, Missouri",37.2080649,-93.3050007
4,0,3528 S Maryland Pkwy,Las Vegas,2018-12-22,,,Nevada,"3528 S Maryland Pkwy Las Vegas, Nevada",36.1241882,-115.1351839
5,0,3942 Park Heights Ave,Baltimore,2018-12-18,,,Maryland,"3942 Park Heights Ave Baltimore, Maryland",39.3342369,-76.6627714
5,0,239 NW 16th St,Miami,2018-12-15,,,Florida,"239 NW 16th St Miami, Florida",25.7905967,-80.1995148
3,1,700 block of Geiger Ct,Colorado Springs,2018-12-14,,,Colorado,"700 block of Geiger Ct Colorado Springs, Colorado",38.84313,-104.7342284
4,0,4505 N Broad St,Philadelphia,2018-12-13,,,Pennsylvania,"4505 N Broad St Philadelphia, Pennsylvania",40.0216253,-75.1481877
3,1,Caspari St and University Pkwy,Natchitoches,2018-12-11,,,Louisiana,"Caspari St and University Pkwy Natchitoches, Louisiana",31.7529646,-93.09486629999999
4,0,3554 E Washington Ave,Madison,2018-12-09,,,Wisconsin,"3554 E Washington Ave Madison, Wisconsin",43.115784,-89.32712409999999
5,0,801 S Inglewood Ave,Inglewood,2018-12-08,,,California,"801 S Inglewood Ave Inglewood, California",33.95342360000001,-118.3617976
5,0,89-25 130th St,Corona (Queens),2018-12-08,,,New York,"89-25 130th St Corona (Queens), New York",40.6991656,-73.82064489999999
5,0,NW Fifth Ave and NW Eighth St,Miami,2018-12-01,,,Florida,"NW Fifth Ave and NW Eighth St Miami, Florida",25.7815988,-80.20302099999999
4,0,Tammy Dr,Powell,2018-11-26,,,Tennessee,"Tammy Dr Powell, Tennessee",36.0523327,-84.0061795
2,2,Floyd St and Field St,Demopolis,2018-11-25,,,Alabama,"Floyd St and Field St Demopolis, Alabama",32.5176361,-87.83640199999999
4,0,1000 block of 24th St,Oakland,2018-11-25,,,California,"1000 block of 24th St Oakland, California",37.8164916,-122.2802669
3,1,4500 block of Yale St,Houston,2018-11-25,,,Texas,"4500 block of Yale St Houston, Texas",29.8306007,-95.4011405
5,2,5801 NW 27th Ave,Miami,2018-11-23,,,Florida,"5801 NW 27th Ave Miami, Florida",25.8278431,-80.2406266
2,3,6100 block of Downingtown Dr,Fort Wayne,2018-11-22,,,Indiana,"6100 block of Downingtown Dr Fort Wayne, Indiana",41.0290288,-85.1276714
4,0,4200 block of Shreve Ave,Saint Louis,2018-11-21,,,Missouri,"4200 block of Shreve Ave Saint Louis, Missouri",38.6791297,-90.2415994
4,1,1200 21st Street,Denver,2018-11-19,,,Colorado,"1200 21st Street Denver, Colorado",39.7532236,-104.9905691
0,4,5100 block of Malcolm St,Philadelphia,2018-11-19,,,Pennsylvania,"5100 block of Malcolm St Philadelphia, Pennsylvania",39.9476905,-75.2253042
4,1,95th St and Defiance Ave,Los Angeles (Watts),2018-11-18,,,California,"95th St and Defiance Ave Los Angeles (Watts), California",33.950688,-118.2453023
1,3,4405 W 14th St,Little Rock,2018-11-16,,,Arkansas,"4405 W 14th St Little Rock, Arkansas",34.7386163,-92.3230674
1,3,4896 Gus Young Ave,Baton Rouge,2018-11-14,,,Louisiana,"4896 Gus Young Ave Baton Rouge, Louisiana",30.4618915,-91.1414867
1,4,CR 1 and Defiance Draw Rd,Gallup,2018-11-13,,,New Mexico,"CR 1 and Defiance Draw Rd Gallup, New Mexico",35.4896623,-108.8972011
1,3,4640 Woods Crossroads Rd,Dunn,2018-11-12,,,North Carolina,"4640 Woods Crossroads Rd Dunn, North Carolina",35.308071,-78.5241829
1,3,598 N Broad St,Globe,2018-11-11,,,Arizona,"598 N Broad St Globe, Arizona",33.3999315,-110.7896004
2,13,99 Rolling Oaks Dr,Thousand Oaks,2018-11-07,,,California,"99 Rolling Oaks Dr Thousand Oaks, California",34.1766157,-118.8748493
5,0,136 Franklin St,Watertown,2018-11-03,,,New York,"136 Franklin St Watertown, New York",43.9737217,-75.9093278
4,0,5800 block of Brayton Ave,Long Beach (North Long Beach),2018-11-02,,,California,"5800 block of Brayton Ave Long Beach (North Long Beach), California",33.8603282,-118.1760556
4,3,1950 Thomasville Rd,Tallahassee,2018-11-02,,,Florida,"1950 Thomasville Rd Tallahassee, Florida",30.4672124,-84.2689477
5,0,3400 block of Girard Ave N,Minneapolis,2018-11-01,,,Minnesota,"3400 block of Girard Ave N Minneapolis, Minnesota",45.01691400000001,-93.2965754
2,3,906 E Locust St,Springfield,2018-11-01,,,Missouri,"906 E Locust St Springfield, Missouri",37.2271747,-93.28034950000001
3,1,19000 block of Langholm St,Detroit,2018-10-31,,,Michigan,"19000 block of Langholm St Detroit, Michigan",42.4342723,-83.0111876
3,2,Woodrow Ave and Reis Ave,Vallejo,2018-10-30,,,California,"Woodrow Ave and Reis Ave Vallejo, California",38.093305,-122.2320412
5,0,65th Place and Vermont Avenue,Los Angeles,2018-10-30,,,California,"65th Place and Vermont Avenue Los Angeles, California",33.9798513,-118.2918762
7,0,3252 Mission Inn Ave,Riverside,2018-10-29,,,California,"3252 Mission Inn Ave Riverside, California",33.98023,-117.3691
2,2,2 Whites Quarters,El Dorado,2018-10-28,,,Arkansas,"2 Whites Quarters El Dorado, Arkansas",33.202455,-92.64999739999999
5,0,4275 Lady Slipper Ln,Memphis,2018-10-27,,,Tennessee,"4275 Lady Slipper Ln Memphis, Tennessee",35.0318838,-89.85024519999999
7,11,5898 Wilkins Ave,Pittsburgh,2018-10-27,,,Pennsylvania,"5898 Wilkins Ave Pittsburgh, Pennsylvania",40.4434749,-79.9209317
3,1,77 Brinkerhoff St,Jersey City,2018-10-26,,,New Jersey,"77 Brinkerhoff St Jersey City, New Jersey",40.71906600000001,-74.07385599999999
5,0,6200 block of S King Dr,Chicago,2018-10-24,,,Illinois,"6200 block of S King Dr Chicago, Illinois",41.78198020000001,-87.6158672
6,0,9231 S Cottage Grove Av,Chicago,2018-10-22,,,Illinois,"9231 S Cottage Grove Av Chicago, Illinois",41.7265408,-87.604096
5,1,900 block of A Philip Randolph Blvd,Jacksonville,2018-10-21,,,Florida,"900 block of A Philip Randolph Blvd Jacksonville, Florida",30.3331416,-81.64274309999999
3,1,8722 S Tacoma Way,Lakewood,2018-10-21,,,Washington,"8722 S Tacoma Way Lakewood, Washington",47.1785049,-122.4852109
4,0,Broad St,Atlanta,2018-10-16,,,Georgia,"Broad St Atlanta, Georgia",33.7555529,-84.3896134
0,5,1075 Carters Creek Pike,Columbia,2018-10-15,,,Tennessee,"1075 Carters Creek Pike Columbia, Tennessee",35.7287243,-87.01602319999999
4,0,5310 E Rosedale St,Fort Worth,2018-10-14,,,Texas,"5310 E Rosedale St Fort Worth, Texas",32.7304501,-97.2416714
1,3,2815 W Lake Mead Blvd,Las Vegas,2018-10-14,,,Nevada,"2815 W Lake Mead Blvd Las Vegas, Nevada",36.196548,-115.1780313
2,2,2500 block of Pulgas Ave,Palo Alto (East Palo Alto),2018-10-14,,,California,"2500 block of Pulgas Ave Palo Alto (East Palo Alto), California",37.4733093,-122.1318381
1,4,511 Wilburn St,Taft,2018-10-13,,,Texas,"511 Wilburn St Taft, Texas",27.9748727,-97.4079206
4,0,400 block of Midlothian Road,Saint Louis,2018-10-13,,,Missouri,"400 block of Midlothian Road Saint Louis, Missouri",38.7558458,-90.2036416
6,0,1620 John B White Sr Blvd,Spartanburg,2018-10-12,,,South Carolina,"1620 John B White Sr Blvd Spartanburg, South Carolina",34.923608,-81.9791766
4,0,6500 block of W Charleston Blvd,Las Vegas,2018-10-12,,,Nevada,"6500 block of W Charleston Blvd Las Vegas, Nevada",36.1619946,-115.2416595
4,0,Joppa Ave,Birmingham,2018-10-08,,,Alabama,"Joppa Ave Birmingham, Alabama",33.5459787,-86.72300969999999
4,0,9453 E 31st St,Tulsa,2018-10-06,,,Oklahoma,"9453 E 31st St Tulsa, Oklahoma",36.1193444,-95.8694154
3,1,6802 Cullen Blvd,Houston,2018-10-06,,,Texas,"6802 Cullen Blvd Houston, Texas",29.6892712,-95.3539064
6,0,Williams St and Telegraph Ave,Oakland,2018-10-06,,,California,"Williams St and Telegraph Ave Oakland, California",37.8089497,-122.2697388
3,1,1813 N Riverside Dr,Espanola (Española),2018-10-04,,,New Mexico,"1813 N Riverside Dr Espanola (Española), New Mexico",36.0172761,-106.0645293
4,0,Lucky St,Swainsboro,2018-10-04,,,Georgia,"Lucky St Swainsboro, Georgia",32.5980758,-82.341629
6,2,932 Ashton Dr,Florence,2018-10-03,,,South Carolina,"932 Ashton Dr Florence, South Carolina",34.2212348,-79.8474213
4,1,5101 Germantown Ave,Philadelphia,2018-10-03,,,Pennsylvania,"5101 Germantown Ave Philadelphia, Pennsylvania",40.0304158,-75.1653697
2,2,500 block of S Michigan Ave,Chicago,2018-10-01,,,Illinois,"500 block of S Michigan Ave Chicago, Illinois",41.8755216,-87.6248715
3,1,1300 E Palmer St,Compton,2018-09-30,,,California,"1300 E Palmer St Compton, California",33.8980777,-118.2093725
4,1,1700 block of 24th St,Orlando,2018-09-29,,,Florida,"1700 block of 24th St Orlando, Florida",28.516796,-81.40340690000001
2,2,5100 block of Haverford Ave,Philadelphia,2018-09-28,,,Pennsylvania,"5100 block of Haverford Ave Philadelphia, Pennsylvania",39.9640999,-75.2221192
2,3,1528 Ragan St,Memphis,2018-09-24,,,Tennessee,"1528 Ragan St Memphis, Tennessee",35.104517,-90.00894699999999
4,1,2600 block of Chandler Court,Bakersfield,2018-09-23,,,California,"2600 block of Chandler Court Bakersfield, California",35.331379,-119.040328
4,0,3700 block of Loma Lane,Baldwin Park,2018-09-23,,,California,"3700 block of Loma Lane Baldwin Park, California",34.0762519,-117.9823022
4,0,1800 block of Benning Rd,Washington,2018-09-22,,,District of Columbia,"1800 block of Benning Rd Washington, District of Columbia",38.89929550000001,-76.9773661
4,0,Dolan St,Hempstead,2018-09-22,,,New York,"Dolan St Hempstead, New York",40.7062128,-73.6187397
3,4,1501 Perryman Rd,Aberdeen,2018-09-20,,,Maryland,"1501 Perryman Rd Aberdeen, Maryland",39.4713675,-76.20048179999999
5,0,1317 Midland Ave,Syracuse,2018-09-20,,,New York,"1317 Midland Ave Syracuse, New York",43.0259565,-76.1514761
4,1,1850 Deming Way,Middleton,2018-09-19,,,Wisconsin,"1850 Deming Way Middleton, Wisconsin",43.0951221,-89.52572819999999
4,1,1 E Church St,Masontown,2018-09-19,,,Pennsylvania,"1 E Church St Masontown, Pennsylvania",39.8471659,-79.8992415
4,0,W Cermak Rd and S State St,Chicago,2018-09-19,,,Illinois,"W Cermak Rd and S State St Chicago, Illinois",41.8529443,-87.6270819
4,0,1100 block of Sumner St,New Orleans (Algiers),2018-09-18,,,Louisiana,"1100 block of Sumner St New Orleans (Algiers), Louisiana",29.9438453,-90.0378515
4,0,4622 Faronia Rd,Memphis,2018-09-18,,,Tennessee,"4622 Faronia Rd Memphis, Tennessee",35.0224221,-90.0194209
1,4,123 Amberleigh Dr,Silver Spring,2018-09-17,,,Maryland,"123 Amberleigh Dr Silver Spring, Maryland",39.0910873,-77.0032538
